id,identidad autopercibida,texto,predicciones_chatgpt
398,Obrera,"siempre ha trabajado, todo lo que consiguió lo hizo de esa manera",trabajo
908,Baja,porque no tengo trabajo,trabajo
347,Media,básicamente por los ingresos que tengo98,ingresos
176,Media alta,POR INGRESOS QUE TENGO,ingresos
14,Media,"PORQUE SOY DE CLASE TRABAJADORA, ME LEVANTO TODOS LOS DIAS A TRABAJAR",trabajo
751,Obrera,"ES LA UNICA FORMA DE LLEGAR A LO QUE UNO QUIERE LLEGAR, ES ES TRABAJANDO",trabajo
22,Obrera,no tengo tanta ambición de pertenecer a otra,ambición
277,Media,PORQUE NO ME IDENTIFICO CON LA CLASE ALTA,clase alta
172,Obrera,"vivir para trabajar no, trabajar para vivir es lo que siempre hizo",trabajo
757,Media,"ACCEDO A MUCHAS COSAS Q NO ACCEDEN LA CLASE BAJA, PERO NO A LOS DE CLASE ALTA, GASTOS SUPERFLUOS, VIAJES","clase baja, clase alta, gastos superfluos, viajes"
392,Obrera,porque siempre trabajé,trabajo
235,Obrera,UNA TRABAJA TANTO Y EN VEZ DE TENER LO QUE UNO SUEÑA EL GOBERINO TE VA SACANDO Y POR MAS ESFUERZO QUE AHCES ESTAS DONDE MISMO,"trabajo, gobierno"
268,Media,"PORQUE TRABAJO, NO ME FALTA NADA, NADA ME REGALA NADIE, PERO VIVO BIEN DENTRO DE TODO","trabajo, vivienda"
434,Obrera,porque siempre trabajé y yo no tengo guita,trabajo
592,Baja,porque todavía no podemos tener casa propia,vivienda
1006,Obrera,PORQUE GANA PARA PUCHEREAR,ingresos
606,Obrera,"porque trabajo mucho para acceder a los mínimos requerimientos como estudiar, comer, vestirse","trabajo, educación, comida, vestirse"
581,Obrera,porque no soy clase baja por lo monetario.por educación soy de clase media,"ingresos, educación"
531,Media,por la educación que le permite vivir como quiere,educación
1113,Obrera,desde que tiene uso de razón trabaja,trabajo
997,Obrera,porque vivo trabajando; sino trabajo no tengo lo que tengo,trabajo
996,Media,"por el ingreso que tengo, por como vivo","ingresos, vivienda"
2,Media,"POR LOS INGRESOS, EL ACCESO","ingresos, acceso"
253,Media alta,POR LAS POSIBILIDADES QUE TIENE DE ACCEDER A EDUCACIÓN Y A DETERMINADAS RELACIONES,"educación, relaciones"
224,Media,"no daría ninguna aunque daria nada por la casa, estudio y comida que puedo acceder","vivienda, educación, comida"
41,Baja,porque las cosas que puedo conseguir son en base a muchísimo esfuerzo,esfuerzo
929,Obrera,porque nací obrera.porque no soy la hermana de macri,clase social
544,Media,PORQUE CREO QUE EN LA REALIDAD MIA ENCAJARIA ASI,"realidad, pertenencia de clase"
240,Obrera,lucha como cualquier otra persona para salir adelante,"lucha, salir adelante"
402,Baja,PORQUE SIEMPRE NOS COSTO SALIR ADELANTE,trabajo
632,Obrera,porque nadie me dio nada y siempre trabajé,trabajo
236,Obrera,porque trabaja desde chico,trabajo
455,Obrera,toda la vida trabajó en obras,trabajo
448,Media,porque trabajo para comprar lo que consumo,"trabajo, consumo"
872,Media,"porque siempre fue el trabajo, el esfuerzo y tratar de subsistir","trabajo, esfuerzo, subsistir"
646,Obrera,porque trabaja para sobrevivir,"trabajo, sobrevivir"
246,Media,TENGO UNA PROFESION TIPICA DE CLASE MEDIA Y VIVO DE MI TRABAJO,trabajo
296,Media,POR LOS PARAMETROS ECONÓMICOS Y EDUCATIVOS DE LA FAMILIA MAS QUE NADA,"familia, educación"
636,Obrera,porque siempre ha trabajado para sobrevivir98,trabajo
119,Media,y media alta no creo que sea.no poseo bienes para ser de otra clase.tengo la posibilidad de pagarme los estudios y mantenerme con mis estudios,educación
551,Media,porque tengo un auto y puedo pagar alquiler e impuestos,"vivienda, ingresos"
368,Media,"por la posición, tengo mi casa, buenos trabajos, somos independientes","vivienda, trabajo"
774,Obrera,porque trabajo y no tengo muchos recursos económicos.no alcanza para cubrir todo lo que necesito,"trabajo, recursos económicos"
944,Media,PORQUE VIVIO Y SE MANTUVO CON UN SUELDO TODA SU VIDA,"trabajo, ingresos"
832,Obrera,porque no tengo demasiado y tampoco soy pobre,"ingresos, vivienda, cultura"
272,Media alta,por el estandar de vida,estandar de vida
247,Media,"PORQUE TODAVIA ME PUEDO DAR ALGUN GUSTO, AUNQUE NO TODOS LOS QUE QUISIERA NO SOY, CLASE BAJA PORQUE TODOS TENEMOS OBRA SOCIAL, COMEMOS, NOS VESTIMOS","obrasocial, comida, vestimenta"
487,Obrera,hay que trabajar para vivir,"trabajo, vivir"
216,Obrera,"se pasa trabajando y medianamanete se da los gustos, se va de vacaciones con su hija","trabajo, vacaciones, familia"
478,Obrera,porque trabaja siempre y vive sola,"trabajo, vivienda"
712,Media,PORQUE LE ALCANZA PARA MANTENER A SUS HIJOS Y VIVE SIN SOBRESALTOS,"ingresos, familia"
345,Obrera,PORQUE LO QUE GANAMOS ALANZA PARA LO ELEMENTAL,ingresos
61,Obrera,PORQUE SOMOS LOS QUE TODOS LOS DIAS LABURAMOS,trabajo
178,Baja,PORQUE NO TENGO INGRESO ECONÓMICO FIJO,ingresos
567,Obrera,PORQUE DEPENDEMOS DEL TRABAJO,trabajo
681,Obrera,NO LOGRO ALCANZAR OTRAS METAS PARA PERTENECER A OTRAS CLASES,"metas, clases"
948,Obrera,TODO LO QUE TIENE LO HIZO TRABAJANDO JUNTO A SU MARIDO,"trabajo, familia"
926,Obrera,porque toda la vida se mató laburando.nadie le regala nada,trabajo
162,Media,POR EL ESTATUS DE VIDA QUE LLEGO,"estatus de vida, ingresos"
1135,Media,PORQUE SOMOS GENTE TRABAJADORA Y HUMILDE,"trabajo, humilde"
497,Baja,por los recursos que maneja,recursos
144,Media,"ALTO NO SOY, BAJO TAMPOCO, POR DECIRTE, POR LAS CONDICIONES DE VIDA",condiciones de vida
653,Obrera,"VIVEN DEL TRABAJO, LO QUE PUEDEN HACER",trabajo
84,Obrera,por lo que gana,ingresos
858,Obrera,"porque nosotros trabajamos, si no trabajaramos no tendríamos nada",trabajo
910,Media,no me falta ni me sobra,ingresos
609,Obrera,porque toda la vida trabajé,trabajo
953,Obrera,PORQUE ASI NOS TILDAN,cultura
100,Media,"porque estoy bien, tengo trabajo, puedo mantener mi departamento.gracias a mis esfuerzos puedo seguir adelante","trabajo, vivienda"
1045,Baja,porque estoy sin laburo.con dificultades económicas,"trabajo, dificultades económicas"
735,Obrera,tiene que trabajar para tener lo que quieren,trabajo
115,Media,"como lo pensamos tiene que ver con la formación elegida, el trabajo y la economía los ingresos económicos","formación, trabajo, economía, ingresos económicos"
482,Obrera,siempre trabajaron,trabajo
93,Media,"TUVO LA SUERTE DE NACER EN UN HOGAR DE CLASE MEDIA, ME PUDIERON BRINDA EDUCACIÓN, UN MONTON DE COSAS","educación, clase media"
441,Obrera,le gusta trabajar,trabajo
764,Media,POR MI NIVEL ECONÓMICO,ingresos
97,Obrera,porque fui obrero y es la clase que más me representa,"trabajo, clase obrera"
907,Obrera,porque labura,labura
566,Media,POR EL NIVEL EDUCATIVO,educación
190,Obrera,porque somos laburantes. Aunque la clase obrera también estaría dentro de la clase media,clase obrera
722,Obrera,se dedica a trabajar,trabajo
94,Media,"PORQUE NO SOY OBRERA NI ALTA, ALQUILO UNA CASA",vivienda
784,Media,"PORQUE CUMPLE CON LOS ESTANDARES DE CLASE MEDIA, UNA CASA MEDIA UN TRABAJO","trabajo, vivienda"
718,Obrera,tiene que trabajar para la educació,"trabajo, educación"
931,Media,PORQUE ME MANEJO CON MI TRABAJO NO SOY RICO PERO TAMPOCO POBRE,"trabajo, ingresos"
641,Obrera,SE LA PASA TRABAJANDO,trabajo
213,Media,"POR MIS ESTUDIOS, INGRESOS, FORMA DE VIDA","educación, ingresos, forma de vida"
586,Obrera,porque está sin trabajo y se siente una inútil,trabajo
775,Baja,"por la remuneración que tengo, son escasos los ingresos",ingresos
91,Media,"POR LO ECONÓMICO, TENGO CASA, AUTO","ingresos, vivienda, auto"
564,Baja,por el poder adquisitivo,ingresos
870,Media,POR LOS NIVELES DE VIDA,"ingresos, calidad de vida"
288,Media,"yo sería media baja , porque no soy clase alta ni baja, a nivel adquisitivo","clase media, ingresos"
121,Media alta,por una cuestión de ingresos y calidad de vida a nivel de consumo,"ingresos, consumo"
212,Media,"TENGO TRABAJO, ME VOY DE VACACIONES, VIVO BIEN","trabajo, ingresos, vivienda"
409,Obrera,PORQUE SI NO TRABAJA NO COME,"trabajo, comida"
232,Baja,"DESDE LO ECONÓMICO, POR EL TIPO DE INGRESO, ADEMAS NO ME IDENTIFICO CON OTRAS CLASES, SOY TRABAJADORA, POR EL TIPO DE GUSTOS","ingresos, clase trabajadora, gustos"
432,Baja,porque vivo al día,vivir al día
407,Obrera,TIENE QUE TRABAJAR PARA TRAER EL SUSTENTO A SU FAMILIA,"trabajo, familia"
816,Obrera,MEDIA BAJA PORQUE HAY QUE ESTAR LABURANDO TODOS LOS DIAS,trabajo
161,Media,PORQUE POR EDUCACIÓN E INGRESOS ECONÓMICOS,"educación, ingresos económicos"
704,Obrera,"porque a pesar de los estudios cuesta conseguir trabajo por los sindicatos, la política","trabajo, estudios, sindicatos, política"
603,Media,PORQUE NO ES MUY POBRE NI MUY RICO,ingresos
